Delivery Date,Hour,da_price,rt_price
2019-01-29,20,26.96,29.9375
2019-01-29,21,25.23,27.9075
2019-01-29,22,24.3,24.1175
2019-01-29,23,22.33,21.4525
2019-01-29,24,21.63,19.015
2019-01-30,1,21.3,18.7975
2019-01-30,2,21.31,19.32
2019-01-30,3,20.82,20.0
2019-01-30,4,21.83,21.0325
2019-01-30,5,22.59,22.3725
2019-01-30,6,28.43,25.927500000000002
2019-01-30,7,56.03,52.6475
2019-01-30,8,47.33,31.245
2019-01-30,9,35.39,30.502499999999998
2019-01-30,10,30.07,28.990000000000002
2019-01-30,11,24.51,22.4775
2019-01-30,12,23.17,20.2875
2019-01-30,13,22.09,19.66
2019-01-30,14,21.0,19.6475
2019-01-30,15,19.72,18.8425
2019-01-30,16,19.51,18.915
2019-01-30,17,20.04,20.14
2019-01-30,18,25.42,72.055
2019-01-30,19,31.17,29.0775
2019-01-30,20,23.71,20.4175
2019-01-30,21,22.44,18.2725
2019-01-30,22,19.66,16.055
2019-01-30,23,16.73,13.55
2019-01-30,24,17.54,11.81
2019-01-31,1,16.27,10.8825
2019-01-31,2,15.85,10.8325
2019-01-31,3,15.73,11.555
2019-01-31,4,12.76,12.385
2019-01-31,5,18.58,13.467500000000001
2019-01-31,6,18.93,15.295
2019-01-31,7,31.73,19.2025
2019-01-31,8,29.91,19.33
2019-01-31,9,20.3,20.685
2019-01-31,10,19.75,24.785
2019-01-31,11,18.34,21.805
2019-01-31,12,17.22,21.81
2019-01-31,13,18.59,21.357499999999998
2019-01-31,14,18.87,21.7125
2019-01-31,15,19.07,22.1325
2019-01-31,16,19.23,22.6825
2019-01-31,17,19.71,31.7675
2019-01-31,18,27.85,45.25
2019-01-31,19,31.51,38.12
2019-01-31,20,22.05,22.71
2019-01-31,21,21.8,21.490000000000002
2019-01-31,22,19.75,19.6125
2019-01-31,23,19.58,20.4375
2019-01-31,24,18.32,20.2725
2019-02-01,1,21.72,19.6025
2019-02-01,2,21.16,19.5
2019-02-01,3,21.14,19.805
2019-02-01,4,21.64,19.705
2019-02-01,5,21.62,19.3375
2019-02-01,6,22.31,18.845
2019-02-01,7,41.4,20.7
2019-02-01,8,32.3,21.9425
2019-02-01,9,31.07,21.13
